;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
MUNICÍPIOS;CONFIRMADO;ÓBITO;;SUSPEITOS;DESCARTADOS;CONFIRMADOS;;0 a 9 anos;3946
AÇAILÂNDIA;3157;82;;5.067;186.677;157844;;10 a 19 anos;11166
AFONSO CUNHA;143;2;;;;;;20 a 29 anos;25643
ÁGUA DOCE DO MARANHÃO;603;5;;CASOS NOVOS;;;;30 a 39 anos;33634
ALCÂNTARA;45;7;;Grande Ilha;92;;;40 a 49 anos;26683
ALDEIAS ALTAS;860;4;;Imperatriz;28;;;50 a 59 anos;18580
ALTAMIRA DO MARANHÃO;269;5;;Demais Regiões;673;;;60 a 70 anos;13392
ALTO ALEGRE DO MARANHÃO;348;11;;;;;;Mais de 70 anos;10831
ALTO ALEGRE DO PINDARÉ;1381;19;;;;;;Não informado;13969
ALTO PARNAÍBA;260;2;;CASOS CONFIRMADOS;;;;TOTAL;157844
AMAPÁ DO MARANHÃO;3;0;;STATUS;QUANTIDADE;;;;
AMARANTE DO MARANHÃO;902;18;;Ativos;8522;Isolamento Domiciliar ;8080;;
ANAJATUBA;329;8;;;;Internação Enfermaria;260;Rede Pública;219
ANAPURUS;710;6;;;;;;Rede Privada;41
APICUM-AÇU;197;3;;;;Internação UTI;182;Rede Pública;160
ARAGUANÃ;518;2;;;;;;Rede Privada;22
ARAIOSES;563;10;;Óbitos;3499;;;; 
ARAME;885;9;;Recuperados;145823;;;;
ARARI;197;9;;;;;;GRANDE ILHA*;
AXIXÁ;130;3;;;;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BACABAL;3196;49;;CONTAGEM POR SEXO;QUANTIDADE;%;;Total de leitos;382
BACABEIRA;147;2;;HOMEM;70650;45%;;Leitos ocupados;65
BACURI;412;3;;MULHER;87194;55%;;Leitos livres;317
BACURITUBA;39;0;;;;;;% de ocupação;17,02%
BALSAS;5810;38;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;16;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;3479;25;;3350;3266;62;;Total de leitos UTI;152
BARREIRINHAS;834;23;;;;;;Leitos ocupados UTI;57
BELA VISTA DO MARANHÃO;126;3;;;;;;Leitos livres;95
BELÁGUA;244;1;;TESTES REALIZADOS;;;;% de ocupação UTI;37,50%
BENEDITO LEITE;168;0;;LABORATÓRIO PÚBLICO;1304;;;;
BEQUIMÃO;212;11;;LABORATÓRIO PRIVADO;332;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;345.566;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;347202;;;Total de leitos;552
BOM JARDIM;842;22;;;;;;Leitos ocupados;87
BOM JESUS DAS SELVAS;1548;10;;;;;;Leitos livres;465
BOM LUGAR;256;1;;ÓBITOS DE COVID-19;;;;% de ocupação;15,76%
BREJO;661;18;;;;;;;
BREJO DE AREIA;197;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;577;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;324;1;;10 a 19 anos;15;;;Leitos ocupados UTI;63
BURITICUPU;2189;4;;20 a 29 anos;34;;;Leitos livres;152
BURITIRANA;236;6;;30 a 39 anos;110;;;% de ocupação UTI;29,30%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;204;;;;
CAJAPIÓ;5;2;;50 a 59 anos;374;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;798;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;416;4;;Mais de 70 anos;1945;;;Total de leitos;81
CÂNDIDO MENDES;85;4;;TOTAL;3499;;;Leitos ocupados;67
CANTANHEDE;381;3;;;;;;Leitos livres;14
CAPINZAL DO NORTE;360;1;;;;;;% de ocupação;82,72%
CAROLINA;354;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;354;17;;HOMEM;2153;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3970;77;;MULHER;1346;38%;;Total de leitos UTI;54
CEDRAL;132;0;;;;;;Leitos ocupados UTI;40
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;14
CENTRO DO GUILHERME;342;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;74,07%
CENTRO NOVO DO MARANHÃO;617;7;;COM COMORBIDADES ;2958;85%;;;
CHAPADINHA;2666;45;;SEM COMORBIDADES ;541;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;301;1;;;;;;;
CODÓ;1804;47;;;;;;;
COELHO NETO;1549;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1599;27;;NEUROLÓGICO;199;;;;
CONCEIÇÃO DO LAGO-AÇU;157;6;;ONCOLÓGICO;130;;;RAÇA/COR;
COROATÁ;1497;10;;PNEUMOPATIA;53;;;AMARELA;30.898
CURURUPU;509;7;;CARDIOPATIA;434;;;BRANCA;17.263
DAVINÓPOLIS;254;7;;DOENÇA RENAL CRÔNICA;204;;;INDIGENA;1.076
DOM PEDRO;347;2;;DIABETES MELITUS;1342;;;PARDA;60.641
DUQUE BACELAR;375;8;;HIPERTENSÃO ARTERIAL;1916;;;PRETA;6.003
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;541;;;SEM INFORMAÇÃO;41.963
ESTREITO;2542;7;;OBESIDADE;150;;;TOTAL;157.844
FEIRA NOVA DO MARANHÃO;507;2;;OUTROS;470;;;;
FERNANDO FALCÃO;735;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;656;1;;;;;;PARDA;1764
FORTALEZA DOS NOGUEIRAS;581;2;;;;;;BRANCA;432
FORTUNA;543;1;;;;;;PRETA;236
GODOFREDO VIANA;86;3;;;;;;AMARELA;210
GONÇALVES DIAS;366;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;321;5;;;;;;TOTAL;3.499
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;111;0;;;;;;;
GOVERNADOR NEWTON BELLO;471;4;;;;;;;
GOVERNADOR NUNES FREIRE;634;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2496;34;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;630;5;;;;;;;
ICATU;212;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5527;301;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;752;11;;;;;;;
ITINGA DO MARANHÃO;573;11;;;;;;;
JATOBÁ;75;4;;;;;;;
JENIPAPO DOS VIEIRAS;682;9;;;;;;;
JOÃO LISBOA;242;10;;;;;;;
JOSELÂNDIA;418;0;;;;;;;
JUNCO DO MARANHÃO;188;0;;;;;;;
LAGO DA PEDRA;1199;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;368;7;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;2;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;137;0;;;;;;;
LIMA CAMPOS;684;6;;;;;;;
LORETO;327;3;;;;;;;
LUÍS DOMINGUES;163;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;150;3;;;;;;;
MARANHÃOZINHO;420;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;384;8;;;;;;;
MATÕES DO NORTE;209;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;139;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;589;15;;;;;;;
MONTES ALTOS;388;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;93;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;496;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;601;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;492;0;;;;;;;
PASSAGEM FRANCA;391;0;;;;;;;
PASTOS BONS;408;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;824;11;;;;;;;
PEDREIRAS;1535;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;220;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1925;33;;;;;;;
PIO XII;806;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;934;3;;;;;;;
PORTO FRANCO;792;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1337;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;139;13;;;;;;;
RIACHÃO;511;6;;;;;;;
RIBAMAR FIQUENE;152;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;264;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1337;6;;;;;;;
SANTA INÊS;4271;71;;;;;;;
SANTA LUZIA;2488;16;;;;;;;
SANTA LUZIA DO PARUÁ;436;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;265;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;689;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;941;7;;;;;;;
SÃO BENTO;459;6;;;;;;;
SÃO BERNARDO;842;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;149;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1394;9;;;;;;;
SÃO FÉLIX DE BALSAS;165;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;328;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;89;0;;;;;;;
SÃO JOÃO BATISTA;121;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;111;2;;;;;;;
SÃO JOÃO DO SÓTER;532;2;;;;;;;
SÃO JOÃO DOS PATOS;1115;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1231;112;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;196;0;;;;;;;
SÃO LUÍS;19206;1211;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;583;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1119;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;409;1;;;;;;;
SÃO PEDRO DOS CRENTES;109;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1521;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;234;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;354;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;779;4;;;;;;;
SUCUPIRA DO NORTE;113;0;;;;;;;
SUCUPIRA DO RIACHÃO;99;0;;;;;;;
TASSO FRAGOSO;203;0;;;;;;;
TIMBIRAS;338;3;;;;;;;
TIMON;3753;107;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;86;5;;;;;;;
TUNTUM;1302;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;311;5;;;;;;;
TUTÓIA;1008;23;;;;;;;
URBANO SANTOS;1517;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;285;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1498;26;;;;;;;
ZÉ DOCA;3366;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
